TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr19 D2|19 54.49 cM	mouse chr19 D2|19 54.49 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 D2.3|4 66.01 cM	mouse chr4 D2.3|4 66.01 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 B3|7 28.28 cM	mouse chr7 B3|7 28.28 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B1|17 18.93 cM	mouse chr17 B1|17 18.93 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 F2|7 65.53 cM	mouse chr7 F2|7 65.53 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 B2|13 32.74 cM	mouse chr13 B2|13 32.74 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A1|16 10.07 cM	mouse chr16 A1|16 10.07 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 44.48 cM|18 E2	mouse chr18 44.48 cM|18 E2	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 E1.1|17 37.88 cM	mouse chr17 E1.1|17 37.88 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 A5|4 20.46 cM	mouse chr4 A5|4 20.46 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 B3.1|15 13.74 cM	mouse chr15 B3.1|15 13.74 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 C5|4 44.71 cM	mouse chr4 C5|4 44.71 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 C1|10 43.64 cM	mouse chr10 C1|10 43.64 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 E1|15 37.52 cM	mouse chr15 E1|15 37.52 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 B3.2|15 16.73 cM	mouse chr15 B3.2|15 16.73 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 A1.1|12 1.88 cM	mouse chr12 A1.1|12 1.88 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 F|5 55.59 cM	mouse chr5 F|5 55.59 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 B3|5 22.58 cM	mouse chr5 B3|5 22.58 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 D2|14 36.71 cM	mouse chr14 D2|14 36.71 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 H2|3 69.36 cM	mouse chr3 H2|3 69.36 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 C1|13 38.43 cM	mouse chr13 C1|13 38.43 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 C4|16 55.86 cM	mouse chr16 C4|16 55.86 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 E4|1 59.26 cM	mouse chr1 E4|1 59.26 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 E1.3|17 40.15 cM	mouse chr17 E1.3|17 40.15 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX A1.1|X 3.73 cM	mouse chrX A1.1|X 3.73 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 A3|5 10.94 cM	mouse chr5 A3|5 10.94 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX A1.1|X 3.44 cM	mouse chrX A1.1|X 3.44 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 B|1 12.8 cM	mouse chr1 B|1 12.8 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 B|3 17.93 cM	mouse chr3 B|3 17.93 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 A3|5 11.32 cM	mouse chr5 A3|5 11.32 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 F2|2 65.65 cM	mouse chr2 F2|2 65.65 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 A3|8 20.63 cM	mouse chr8 A3|8 20.63 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 G1|6 66.59 cM	mouse chr6 G1|6 66.59 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 F|1 62.52 cM	mouse chr1 F|1 62.52 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 F3|6 63.52 cM	mouse chr6 F3|6 63.52 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 E2|17 45.25 cM	mouse chr17 E2|17 45.25 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 A5|1 9.95 cM	mouse chr1 A5|1 9.95 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11|11 B1.3-B2	mouse chr11|11 B1.3-B2	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 A1|15 4.16 cM	mouse chr15 A1|15 4.16 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 A2|8 11.07 cM	mouse chr8 A2|8 11.07 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 A4|9 17.65 cM	mouse chr9 A4|9 17.65 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 E2|18 49.51 cM	mouse chr18 E2|18 49.51 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 E3|7 58.0 cM	mouse chr7 E3|7 58.0 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 D1|13 50.38 cM	mouse chr13 D1|13 50.38 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B2|17 19.44 cM	mouse chr17 B2|17 19.44 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 A2|8 10.45 cM	mouse chr8 A2|8 10.45 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 B1|4 26.57 cM	mouse chr4 B1|4 26.57 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 E3.3|9 52.11 cM	mouse chr9 E3.3|9 52.11 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 A3.3|17 12.32 cM	mouse chr17 A3.3|17 12.32 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 H4|2 103.67 cM	mouse chr2 H4|2 103.67 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 C1.1|16 33.74 cM	mouse chr16 C1.1|16 33.74 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A3.3|13 13.94 cM	mouse chr13 A3.3|13 13.94 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX F4|X 74.17 cM	mouse chrX F4|X 74.17 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 G2|5 81.53 cM	mouse chr5 G2|5 81.53 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 B5|16 29.44 cM	mouse chr16 B5|16 29.44 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 A1|11 5.74 cM	mouse chr11 A1|11 5.74 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 C|11 55.03 cM	mouse chr11 C|11 55.03 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5|5 A3-B1	mouse chr5|5 A3-B1	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 B5|11 46.18 cM	mouse chr11 B5|11 46.18 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX A1.2-A1.3|X 13.45 cM	mouse chrX A1.2-A1.3|X 13.45 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 D1|12 39.58 cM	mouse chr12 D1|12 39.58 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 D1|13 52.92 cM	mouse chr13 D1|13 52.92 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 C3|1 33.64 cM	mouse chr1 C3|1 33.64 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 E2|2 53.83 cM	mouse chr2 E2|2 53.83 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 65.18 cM|11 D	mouse chr11 65.18 cM|11 D	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 A3|3 15.14 cM	mouse chr3 A3|3 15.14 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 C|9 34.58 cM	mouse chr9 C|9 34.58 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 E1|11 70.01 cM	mouse chr11 E1|11 70.01 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 B5|11 46.81 cM	mouse chr11 B5|11 46.81 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 A5.1|9 23.8 cM	mouse chr9 A5.1|9 23.8 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 D3|8 53.05 cM	mouse chr8 D3|8 53.05 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 A1|4 5.88 cM	mouse chr4 A1|4 5.88 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 C1|4 34.43 cM	mouse chr4 C1|4 34.43 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 A3|4 7.08 cM	mouse chr4 A3|4 7.08 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 F5|7 88.27 cM	mouse chr7 F5|7 88.27 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 E1|6 48.93 cM	mouse chr6 E1|6 48.93 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 C1.3|1 28.97 cM	mouse chr1 C1.3|1 28.97 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 E|12 51.16 cM	mouse chr12 E|12 51.16 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6|6 B2.2-B2.3	mouse chr6|6 B2.2-B2.3	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 E2|11 83.36 cM	mouse chr11 E2|11 83.36 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 C|9 35.13 cM	mouse chr9 C|9 35.13 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 D3|19	mouse chr19 D3|19	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 A1|18 5.4 cM	mouse chr18 A1|18 5.4 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A3.1|13 12.35 cM	mouse chr13 A3.1|13 12.35 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 A3|5 11.49 cM	mouse chr5 A3|5 11.49 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 E1|15 37.69 cM	mouse chr15 E1|15 37.69 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19|19 A-B	mouse chr19|19 A-B	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 C2|19 32.75 cM	mouse chr19 C2|19 32.75 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A1|16 6.38 cM	mouse chr16 A1|16 6.38 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A3.1|13 12.69 cM	mouse chr13 A3.1|13 12.69 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 D1|7 42.25 cM	mouse chr7 D1|7 42.25 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 F1|9 58.18 cM	mouse chr9 F1|9 58.18 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 F|5 60.87 cM	mouse chr5 F|5 60.87 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 D3|4 69.93 cM	mouse chr4 D3|4 69.93 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 E2|8 74.64 cM	mouse chr8 E2|8 74.64 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 C|17 23.63 cM	mouse chr17 C|17 23.63 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3|3 F2.3-F3	mouse chr3|3 F2.3-F3	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 F|1 63.24 cM	mouse chr1 F|1 63.24 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 G3|5 88.48 cM	mouse chr5 G3|5 88.48 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 A5|4 14.57 cM	mouse chr4 A5|4 14.57 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 E4|1 59.95 cM	mouse chr1 E4|1 59.95 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 F2.2|3 46.49 cM	mouse chr3 F2.2|3 46.49 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 F2.2|3 42.9 cM	mouse chr3 F2.2|3 42.9 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 D3|4 71.03 cM	mouse chr4 D3|4 71.03 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 F4|9 74.26 cM	mouse chr9 F4|9 74.26 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B5.3|10 36.83 cM	mouse chr10 B5.3|10 36.83 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B1|17 18.86 cM	mouse chr17 B1|17 18.86 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 G2|5 75.02 cM	mouse chr5 G2|5 75.02 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 H3|2 87.58 cM	mouse chr2 H3|2 87.58 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 C1|5 28.44 cM	mouse chr5 C1|5 28.44 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 F5|7 88.15 cM	mouse chr7 F5|7 88.15 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 A|19 6.66 cM	mouse chr19 A|19 6.66 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 A5.3|9 26.47 cM	mouse chr9 A5.3|9 26.47 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 C3|1 33.49 cM	mouse chr1 C3|1 33.49 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 E3|6	mouse chr6 E3|6	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 C3.3|5 41.61 cM	mouse chr5 C3.3|5 41.61 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 A3|4 9.73 cM	mouse chr4 A3|4 9.73 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 F5|7 88.46 cM	mouse chr7 F5|7 88.46 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 D|11 61.05 cM	mouse chr11 D|11 61.05 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 E2|18 41.89 cM	mouse chr18 E2|18 41.89 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B1|17 18.67 cM	mouse chr17 B1|17 18.67 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 E2|4 83.08 cM	mouse chr4 E2|4 83.08 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 E5|2 59.34 cM	mouse chr2 E5|2 59.34 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A2|13 6.89 cM	mouse chr13 A2|13 6.89 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 32.29 cM|10 B4	mouse chr10 32.29 cM|10 B4	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 A3|14 11.91 cM	mouse chr14 A3|14 11.91 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 A1|15 5.4 cM	mouse chr15 A1|15 5.4 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5|5 C3.1-C3.2	mouse chr5|5 C3.1-C3.2	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX A1.3|X 16.37 cM	mouse chrX A1.3|X 16.37 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 D|17 29.76 cM	mouse chr17 D|17 29.76 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 F1|9 59.2 cM	mouse chr9 F1|9 59.2 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 E3|7 55.55 cM	mouse chr7 E3|7 55.55 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX B|X	mouse chrX B|X	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX 38.26 cM|X A7.3	mouse chrX 38.26 cM|X A7.3	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A1|16 4.26 cM	mouse chr16 A1|16 4.26 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 C1.1|1 23.5 cM	mouse chr1 C1.1|1 23.5 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 B5|7 33.42 cM	mouse chr7 B5|7 33.42 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 C6|4 46.84 cM	mouse chr4 C6|4 46.84 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 B2|7 21.02 cM	mouse chr7 B2|7 21.02 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 C3.1|5 37.43 cM	mouse chr5 C3.1|5 37.43 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 19.49 cM|18 B3	mouse chr18 19.49 cM|18 B3	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 B2|5 17.96 cM	mouse chr5 B2|5 17.96 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 A1.1|12 7.9 cM	mouse chr12 A1.1|12 7.9 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 A1|7 5.8 cM	mouse chr7 A1|7 5.8 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 D1|13 52.98 cM	mouse chr13 D1|13 52.98 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 B1.3|11 32.02 cM	mouse chr11 B1.3|11 32.02 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B3|17 22.54 cM	mouse chr17 B3|17 22.54 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 A3|9 8.07 cM	mouse chr9 A3|9 8.07 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 C2|10 45.05 cM	mouse chr10 C2|10 45.05 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 A3|1 5.32 cM	mouse chr1 A3|1 5.32 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 B1|4 24.68 cM	mouse chr4 B1|4 24.68 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 G1.3|5 68.37 cM	mouse chr5 G1.3|5 68.37 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 C|11 54.7 cM	mouse chr11 C|11 54.7 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 E1|11 68.91 cM	mouse chr11 E1|11 68.91 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 D3	mouse chr10 D3	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 H4|2 103.14 cM	mouse chr2 H4|2 103.14 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 B|1 17.98 cM	mouse chr1 B|1 17.98 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 D|9 39.57 cM	mouse chr9 D|9 39.57 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 A5|4 22.81 cM	mouse chr4 A5|4 22.81 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 F1|3 39.9 cM	mouse chr3 F1|3 39.9 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 F3|7 69.84 cM	mouse chr7 F3|7 69.84 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 H3|2 95.79 cM	mouse chr2 H3|2 95.79 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 D1|4 53.04 cM	mouse chr4 D1|4 53.04 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 C3.1|16 45.36 cM	mouse chr16 C3.1|16 45.36 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX F5|X 76.49 cM	mouse chrX F5|X 76.49 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 B1|13 30.95 cM	mouse chr13 B1|13 30.95 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 D2|10 66.75 cM	mouse chr10 D2|10 66.75 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B4|10 29.22 cM	mouse chr10 B4|10 29.22 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 F1|12 60.26 cM	mouse chr12 F1|12 60.26 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 E1|15 38.67 cM	mouse chr15 E1|15 38.67 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 H3|2 85.01 cM	mouse chr2 H3|2 85.01 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 63.43 cM|11 D	mouse chr11 63.43 cM|11 D	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4|4 A1-A2	mouse chr4|4 A1-A2	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 H2|2 81.91 cM	mouse chr2 H2|2 81.91 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 B1|5 16.97 cM	mouse chr5 B1|5 16.97 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B3|10 26.18 cM	mouse chr10 B3|10 26.18 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 C4|1 38.87 cM	mouse chr1 C4|1 38.87 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 G1|6 66.67 cM	mouse chr6 G1|6 66.67 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 H4|1 83.48 cM	mouse chr1 H4|1 83.48 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A2|13 6.99 cM	mouse chr13 A2|13 6.99 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 C1.1|1 26.81 cM	mouse chr1 C1.1|1 26.81 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 F2.1|3 40.51 cM	mouse chr3 F2.1|3 40.51 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A3.1|13 10.79 cM	mouse chr13 A3.1|13 10.79 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 E1|8 64.26 cM	mouse chr8 E1|8 64.26 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 E|12 53.99 cM	mouse chr12 E|12 53.99 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 C2|8 40.95 cM	mouse chr8 C2|8 40.95 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 F1|15 56.36 cM	mouse chr15 F1|15 56.36 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrY|Y E	mouse chrY|Y E	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 B1.1|8 26.39 cM	mouse chr8 B1.1|8 26.39 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 D2|14 36.27 cM	mouse chr14 D2|14 36.27 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 B1|16 17.37 cM	mouse chr16 B1|16 17.37 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 C|11 49.91 cM	mouse chr11 C|11 49.91 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 C2|10 48.04 cM	mouse chr10 C2|10 48.04 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 E1|18 35.1 cM	mouse chr18 E1|18 35.1 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 B|2 19.57 cM	mouse chr2 B|2 19.57 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX A2|X 16.71 cM	mouse chrX A2|X 16.71 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 C7|4 50.2 cM	mouse chr4 C7|4 50.2 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 C2|1 32.91 cM	mouse chr1 C2|1 32.91 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 D|1 45.84 cM	mouse chr1 D|1 45.84 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 C|17 22.79 cM	mouse chr17 C|17 22.79 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 C3|12 31.99 cM	mouse chr12 C3|12 31.99 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 C3|19 36.71 cM	mouse chr19 C3|19 36.71 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 C|17 25.86 cM	mouse chr17 C|17 25.86 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 B5|11 47.95 cM	mouse chr11 B5|11 47.95 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 A1.1|12 5.58 cM	mouse chr12 A1.1|12 5.58 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
